Title,AlbumTitle,TrackArtist,AlbumArtist,Genre,Year,Duration,PlayCount,TrackNumber,Path
CANCELLED,TYRON,slowthai/Skepta,slowthai,Rap/Hip Hop,,0:0,0,2,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/slowthai/TYRON/1-02 CANCELLED.mp3
The Cut Off (feat. kiLL edward),KOD,J. Cole,Unknown Artist,Rap/Hip Hop,,0:0,0,4,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/J. Cole/KOD/04 The Cut Off (feat. kiLL edward).mp3
Yoda and the Force,Star Wars: The Empire Strikes Back (Original Motion Picture Soundtrack),John Williams,John Williams,Films/Games,,0:0,0,13,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/John Williams/Star Wars_ The Empire Strikes Back (Orig/13 Yoda and the Force.mp3
Kiss and Tell,Kiss and Tell,"AJ Tracey, Skepta",AJ Tracey,Rap/Hip Hop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/AJ Tracey/Kiss and Tell/1-01 Kiss and Tell.mp3
Wat's Wrong (feat. Zacari & Kendrick Lamar),The Sun's Tirade,Isaiah Rashad,Isaiah Rashad,Rap/Hip Hop,,0:0,0,5,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Isaiah Rashad/The Sun's Tirade/05 Wat's Wrong (feat. Zacari & Kendr.mp3
waves (Travis Scott Remix),Rogue Waves,"Miguel, Travis Scott",Miguel,R&B,,0:0,0,5,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Miguel/Rogue Waves/1-05 waves (Travis Scott Remix).mp3
range brothers,The Melodic Blue,Baby Keem,Baby Keem,Rap/Hip Hop,,0:0,0,4,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Baby Keem/The Melodic Blue/04 range brothers.mp3
first order of business,The Melodic Blue,Baby Keem,Baby Keem,Rap/Hip Hop,,0:0,0,14,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Baby Keem/The Melodic Blue/14 first order of business.mp3
Knife Talk,Knife Talk,Drake,Unknown Artist,,,0:0,0,,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Drake/Knife Talk/Knife Talk.mp3
Break My Heart,Future Nostalgia,Dua Lipa,Dua Lipa,Pop,,0:0,0,9,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Dua Lipa/Future Nostalgia/09 Break My Heart.mp3
Yessirskiii,Eternal Atake (Deluxe) - LUV vs. The World 2,"Lil Uzi Vert, 21 Savage",Lil Uzi Vert,Rap/Hip Hop,,0:0,0,4,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Lil Uzi Vert/Eternal Atake (Deluxe) - LUV vs. The Wor/1-04 Yessirskiii.mp3
Purity,TESTING,"A$AP Rocky, Frank Ocean",A$AP Rocky,Rap/Hip Hop,,0:0,0,15,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/A$AP Rocky/TESTING/1-15 Purity.mp3
Power Trip,Born Sinner (Deluxe Version) ,"J. Cole, Miguel",J. Cole,Rap/Hip Hop,,0:0,0,4,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/J. Cole/Born Sinner (Deluxe Version)/1-04 Power Trip.mp3
forever&more,forever&more,Role Model,Role Model,Pop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Role Model/forever&more/01 forever&more.mp3
Count My Blessings,As If It Were Forever,"Anna Wise, Denzel Curry",Anna Wise,R&B,,0:0,0,5,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Anna Wise/As If It Were Forever/1-05 Count My Blessings.mp3
SKELETONS,ASTROWORLD,Travis Scott,Travis Scott,Rap/Hip Hop,,0:0,0,7,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Travis Scott/ASTROWORLD/1-07 SKELETONS.mp3
wonderful,Birds In The Trap Sing McKnight,Travis Scott,Travis Scott,Rap/Hip Hop,,0:0,0,14,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Travis Scott/Birds In The Trap Sing McKnight/1-14 wonderful.mp3
Still Dreamin,Revenge Of The Dreamers III: Director's Cut,"Dreamville, JID, Lute, 6lack",Dreamville,Rap/Hip Hop,,0:0,0,30,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Dreamville/Revenge Of The Dreamers III_ Director's/1-30 Still Dreamin.mp3
The London (feat. J. Cole & Travis Scott),The London (feat. J. Cole & Travis Scott),Young Thug;J. Cole;Travis Scott,Young Thug,Rap/Hip Hop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Young Thug/The London (feat. J. Cole & Travis Scott/1-01 The London (feat. J. Cole & Tra.mp3
Motherboard,Random Access Memories,Daft Punk,Daft Punk,Pop,,0:0,0,10,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Daft Punk/Random Access Memories/10 Motherboard.mp3
CUT EM IN,CUT EM IN (feat. Rick Ross),"Anderson .Paak,Rick Ross",Anderson .Paak,Rap/Hip Hop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Anderson .Paak/CUT EM IN (feat. Rick Ross)/1-01 CUT EM IN.mp3
APOLOGIZE,DIE FOR MY BITCH,Baby Keem,Baby Keem,Rap/Hip Hop,,0:0,0,14,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Baby Keem/DIE FOR MY BITCH/1-14 APOLOGIZE.mp3
Body Language,Detroit 2,"Big Sean, Ty Dolla $ign, Jhené Aiko",Big Sean,Rap/Hip Hop,,0:0,0,5,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Big Sean/Detroit 2/1-05 Body Language.mp3
Bound 2,Yeezus,Kanye West,Kanye West,Rap/Hip Hop,,0:0,0,10,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kanye West/Yeezus/1-10 Bound 2.mp3
Rule The World,Rap Or Go To The League,2 Chainz,2 Chainz,Rap/Hip Hop,,0:0,0,9,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/2 Chainz/Rap Or Go To The League/1-09 Rule The World.mp3
Wells Fargo (Interlude),Revenge Of The Dreamers III,Dreamville;JID;EARTHGANG;Buddy;Guapdad 4000,Dreamville,Rap/Hip Hop,,0:0,0,7,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Dreamville/Revenge Of The Dreamers III/1-07 Wells Fargo (Interlude).mp3
True Story (feat. Jay Rock & Jay Worthy),The House Is Burning,Isaiah Rashad,Isaiah Rashad,Rap/Hip Hop,,0:0,0,9,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Isaiah Rashad/The House Is Burning/09 True Story (feat. Jay Rock & Jay.mp3
Showin Off Pt.2,Shoot For The Stars Aim For The Moon (Deluxe),"Pop Smoke, Fivio Foreign",Pop Smoke,Rap/Hip Hop,,0:0,0,22,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Pop Smoke/Shoot For The Stars Aim For The Moon (De/1-22 Showin Off Pt.2.mp3
Nosetalgia,My Name Is My Name,Pusha T & Kendrick Lamar,Pusha T,Rap/Hip Hop,,0:0,0,10,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Pusha T/My Name Is My Name/10 Nosetalgia.mp3
SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),CALL ME IF YOU GET LOST,"Tyler, The Creator","Tyler, The Creator",Rap/Hip Hop,,0:0,0,10,"/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Tyler, The Creator/CALL ME IF YOU GET LOST/10 SWEET _ I THOUGHT YOU WANTED TO D.mp3"
IGOR'S THEME,IGOR,"Tyler, The Creator","Tyler, The Creator",Rap/Hip Hop,,0:0,0,1,"/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Tyler, The Creator/IGOR/1-01 IGOR'S THEME.mp3"
Solita,Solita,Kali Uchis,Kali Uchis,R&B,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kali Uchis/Solita/1-01 Solita.mp3
ZTFO,Detroit 2,Big Sean,Big Sean,Rap/Hip Hop,,0:0,0,9,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Big Sean/Detroit 2/1-09 ZTFO.mp3
Break from Toronto,PARTYNEXTDOOR,PARTYNEXTDOOR,PARTYNEXTDOOR,R&B,,0:0,0,6,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/PARTYNEXTDOOR/PARTYNEXTDOOR/1-06 Break from Toronto.mp3
hooligan,hooligan / sons & critics,Baby Keem,Baby Keem,Rap/Hip Hop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Baby Keem/hooligan _ sons & critics/1-01 hooligan.mp3
Show Stop,Show Stop,Reason,Reason,Rap/Hip Hop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Reason/Show Stop/1-01 Show Stop.mp3
Pain 1993,Dark Lane Demo Tapes,"Drake, Playboi Carti",Drake,Rap/Hip Hop,,0:0,0,10,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Drake/Dark Lane Demo Tapes/1-10 Pain 1993.mp3
For The Night,Shoot For The Stars Aim For The Moon,"Pop Smoke, Lil Baby, DaBaby",Pop Smoke,Rap/Hip Hop,,0:0,0,3,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Pop Smoke/Shoot For The Stars Aim For The Moon/1-03 For The Night.mp3
Baguettes in the Face,Perfect Ten,"Mustard, NAV, Playboi Carti, A Boogie Wit da Hoodie",Mustard,Rap/Hip Hop,,0:0,0,4,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Mustard/Perfect Ten/1-04 Baguettes in the Face.mp3
Reborn,KIDS SEE GHOSTS,KIDS SEE GHOSTS,Unknown Artist,Rap/Hip Hop,,0:0,0,5,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/KIDS SEE GHOSTS/KIDS SEE GHOSTS/05 Reborn.mp3
Wash Us In The Blood,Wash Us In The Blood,"Kanye West, Travis Scott",Kanye West,Rap/Hip Hop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kanye West/Wash Us In The Blood/1-01 Wash Us In The Blood.mp3
$500 Ounces,Pray for Paris,"Westside Gunn, Freddie Gibbs, Roc Marciano",Westside Gunn,Rap/Hip Hop,,0:0,0,8,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Westside Gunn/Pray for Paris/1-08 $500 Ounces.mp3
good 4 u,SOUR,Olivia Rodrigo,Olivia Rodrigo,Pop,,0:0,0,6,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Olivia Rodrigo/SOUR/06 good 4 u.mp3
The Box,Please Excuse Me For Being Antisocial,Roddy Ricch,Roddy Ricch,Rap/Hip Hop,,0:0,0,2,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Roddy Ricch/Please Excuse Me For Being Antisocial/1-02 The Box.mp3
Dive,Man On The Moon III: The Chosen,Kid Cudi,Kid Cudi,Rap/Hip Hop,,0:0,0,5,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kid Cudi/Man On The Moon III_ The Chosen/1-05 Dive.mp3
cocoa,The Melodic Blue,Baby Keem,Baby Keem,Rap/Hip Hop,,0:0,0,9,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Baby Keem/The Melodic Blue/09 cocoa.mp3
off the table,Positions,"Ariana Grande, The Weeknd",Ariana Grande,Pop,,0:0,0,5,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Ariana Grande/Positions/1-05 off the table.mp3
Down Bad,Revenge Of The Dreamers III,Dreamville;JID;Bas;J. Cole;EARTHGANG;Young Nudy,Dreamville,Rap/Hip Hop,,0:0,0,2,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Dreamville/Revenge Of The Dreamers III/1-02 Down Bad.mp3
Wus Good / Curious,PARTYNEXTDOOR,PARTYNEXTDOOR,PARTYNEXTDOOR,R&B,,0:0,0,8,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/PARTYNEXTDOOR/PARTYNEXTDOOR/1-08 Wus Good _ Curious.mp3
White Ferrari,Blonde,Frank Ocean,Frank Ocean,Pop,,0:0,0,14,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Frank Ocean/Blonde/1-14 White Ferrari.mp3
Rockstar Made,Whole Lotta Red,Playboi Carti,Playboi Carti,Rap/Hip Hop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Playboi Carti/Whole Lotta Red/1-01 Rockstar Made.mp3
Off The Grid,Donda,Kanye West,Kanye West,Rap/Hip Hop,,0:0,0,4,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kanye West/Donda/04 Off The Grid.mp3
Right,Circles (Deluxe),Mac Miller,Mac Miller,Rap/Hip Hop,,0:0,0,13,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Mac Miller/Circles (Deluxe)/1-13 Right.mp3
Praise God,Donda,Kanye West,Kanye West,Rap/Hip Hop,,0:0,0,6,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kanye West/Donda/06 Praise God.mp3
Come to Life,Come to Life,Kanye West,Unknown Artist,,,0:0,0,,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kanye West/Come to Life/Come to Life.mp3
Only Girl (In The World),Loud,Rihanna,Rihanna,Pop,,0:0,0,5,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Rihanna/Loud/05 Only Girl (In The World).mp3
Register,The Sound of Bad Habit,Baby Keem,Baby Keem,Rap/Hip Hop,,0:0,0,11,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Baby Keem/The Sound of Bad Habit/1-11 Register.mp3
Impietas+Deathwish,Endless,Frank Ocean,Frank Ocean,R&B,,0:0,0,15,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Frank Ocean/Endless/1-15 Impietas+Deathwish.m4a
Drunk,CrasH Talk,"Schoolboy Q, 6LACK",Schoolboy Q,Rap/Hip Hop,,0:0,0,5,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Schoolboy Q/CrasH Talk/1-05 Drunk.mp3
Love Don't Cost a Thing,J.Lo,Jennifer Lopez,Jennifer Lopez,Pop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Jennifer Lopez/J.Lo/1-01 Love Don't Cost a Thing.mp3
Take_it_Back_v2,UNLOCKED,"Denzel Curry, Kenny Beats",Denzel Curry,Rap/Hip Hop,,0:0,0,2,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Denzel Curry/UNLOCKED/1-02 Take_it_Back_v2.mp3
SLICE INTERLUDE,DIE FOR MY BITCH,Baby Keem,Baby Keem,Rap/Hip Hop,,0:0,0,7,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Baby Keem/DIE FOR MY BITCH/1-07 SLICE INTERLUDE.mp3
Say What You Will,Friends That Break Your Heart (Bonus),James Blake,James Blake,Alternative,,0:0,0,9,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/James Blake/Friends That Break Your Heart (Bonus)/1-09 Say What You Will.mp3
Spoiled little brat,fishmonger,Underscores,Underscores,Alternative,,0:0,0,6,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Compilations/fishmonger/1-06 Spoiled little brat.mp3
untitled 01 | 08.19.2014.,untitled unmastered.,Kendrick Lamar,Unknown Artist,Rap/Hip Hop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kendrick Lamar/untitled unmastered_/01 untitled 01 _ 08.19.2014..mp3
Sunset,Revenge Of The Dreamers III,Dreamville;J. Cole;Young Nudy;Kal,Dreamville,Rap/Hip Hop,,0:0,0,14,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Dreamville/Revenge Of The Dreamers III/1-14 Sunset.mp3
JEWELZ,JEWELZ,Anderson .Paak,Anderson .Paak,Hip Hop/Rap,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Anderson .Paak/JEWELZ/01 JEWELZ.mp3
issues,The Melodic Blue,Baby Keem,Baby Keem,Rap/Hip Hop,,0:0,0,5,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Baby Keem/The Melodic Blue/05 issues.mp3
DHL,DHL,Frank Ocean,Frank Ocean,Pop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Frank Ocean/DHL/1-01 DHL.mp3
Otis (featuring Otis Redding),Watch The Throne,Jay-Z and Kanye West,Jay-Z & Kanye West,Rap/Hip Hop,,0:0,0,04,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Jay-Z & Kanye West/Watch The Throne/04 Otis (featuring Otis Redding).mp3
Self Control,Blonde,Frank Ocean,Frank Ocean,Pop,,0:0,0,7,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Frank Ocean/Blonde/1-07 Self Control.mp3
BELIEVE IT,PARTYMOBILE,"PARTYNEXTDOOR, Rihanna",PARTYNEXTDOOR,R&B,,0:0,0,10,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/PARTYNEXTDOOR/PARTYMOBILE/1-10 BELIEVE IT.mp3
Provider,Provider,Frank Ocean,Frank Ocean,Pop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Frank Ocean/Provider/1-01 Provider.mp3
Come Home (feat. André 3000),Ventura,Anderson .Paak,Anderson .Paak,(14),,0:0,0,01,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Anderson .Paak/Ventura/1-01 Come Home (feat. André 3000).mp3
Alien,Yandhi,Kanye West,Kanye West,Rap/Hip Hop,,0:0,0,10,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kanye West/Yandhi/10 Alien.mp3
Femmebot (feat. Dorian Electra and Mykki Blanco),Pop 2,Charli XCX/Dorian Electra/Mykki Blanco,Charli XCX,Pop,,0:0,0,6,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Charli XCX/Pop 2/06 Femmebot (feat. Dorian Electra an.mp3
FML,The Life Of Pablo,Kanye West,Kanye West,Rap/Hip Hop,,0:0,0,11,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kanye West/The Life Of Pablo/11 FML.mp3
Cash Shit,Fever,"Megan Thee Stallion, DaBaby",Megan Thee Stallion,Rap/Hip Hop,,0:0,0,4,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Megan Thee Stallion/Fever/1-04 Cash Shit.mp3
Mannequin,Meet The Woo 2,"Pop Smoke, Lil Tjay",Pop Smoke,Rap/Hip Hop,,0:0,0,9,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Pop Smoke/Meet The Woo 2/1-09 Mannequin.mp3
SICKO MODE,ASTROWORLD,Travis Scott,Travis Scott,Rap/Hip Hop,,0:0,0,3,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Travis Scott/ASTROWORLD/1-03 SICKO MODE.mp3
Beethoven Shook The Room,Beethoven Shook The Room,"Pop Smoke, Quavo, Beethoven, Blaccmass",Pop Smoke,32,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Pop Smoke/Beethoven Shook The Room/01 Beethoven Shook The Room.mp3
Never Catch Me,You're Dead! (Deluxe),Flying Lotus;Kendrick Lamar,Flying Lotus,(52),,0:0,0,5,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Flying Lotus/You're Dead! (Deluxe)/1-05 Never Catch Me.mp3
London,Teenage Fever,Kaash Paige,Kaash Paige,R&B,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kaash Paige/Teenage Fever/1-01 London.mp3
infinity (888),?,"XXXTentacion, Joey Bada$$",XXXTentacion,Pop,,0:0,0,8,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/XXXTentacion/_/1-08 infinity (888).mp3
m y . l i f e,The Off-Season,J. Cole/21 Savage/Morray ,J. Cole,Rap/Hip Hop,,0:0,0,3,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/J. Cole/The Off-Season/03 m y . l i f e.mp3
Lockdown  (Remix),Lockdown (Remix Bundle),"Anderson .Paak, JID, Jay Rock, NoName",Anderson .Paak,Rap/Hip Hop,,0:0,0,4,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Anderson .Paak/Lockdown (Remix Bundle)/1-04 Lockdown  (Remix).mp3
2 Of Amerikaz Most Wanted,All Eyez on Me,2Pac & Snoop Dogg,2Pac,Rap/Hip Hop,,0:0,0,6,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/2Pac/All Eyez on Me/1-06 2 Of Amerikaz Most Wanted.mp3
Chad (feat. YGTUT),The House Is Burning,Isaiah Rashad,Isaiah Rashad,Rap/Hip Hop,,0:0,0,12,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Isaiah Rashad/The House Is Burning/12 Chad (feat. YGTUT).mp3
Weekend (feat. Miguel),GO:OD AM,MAC MILLER,MAC MILLER,Rap/Hip Hop,,0:0,0,7,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Mac Miller/GO_OD AM/1-07 Weekend (feat. Miguel).mp3
good kid,"good kid, m.A.A.d city (Deluxe)",Kendrick Lamar,Kendrick Lamar,Rap/Hip Hop,,0:0,0,7,"/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kendrick Lamar/good kid, m.A.A.d city (Deluxe)/1-07 good kid.mp3"
Over,Whole Lotta Red,Playboi Carti,Playboi Carti,Rap/Hip Hop,,0:0,0,20,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Playboi Carti/Whole Lotta Red/20 Over.mp3
Breathe Deeper (Lil Yachty Remix),Breathe Deeper (Lil Yachty Remix),Tame Impala,Tame Impala,Alternative,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Tame Impala/Breathe Deeper (Lil Yachty Remix)/1-01 Breathe Deeper (Lil Yachty Remi.mp3
Cilvia Demo,Cilvia Demo,Isaiah Rashad,Isaiah Rashad,Rap/Hip Hop,,0:0,0,3,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Isaiah Rashad/Cilvia Demo/1-03 Cilvia Demo.mp3
Hurt Feelings,Swimming,Mac Miller,Mac Miller,Rap/Hip Hop,,0:0,0,2,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Mac Miller/Swimming/1-02 Hurt Feelings.mp3
Repeat After Me (Interlude),After Hours (Deluxe),The Weeknd,The Weeknd,R&B,,0:0,0,12,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/The Weeknd/After Hours (Deluxe)/1-12 Repeat After Me (Interlude).mp3
Hood Politics,To Pimp A Butterfly,Kendrick Lamar,Kendrick Lamar,Rap/Hip Hop,,0:0,0,10,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kendrick Lamar/To Pimp A Butterfly/10 Hood Politics.mp3
Shoota,Die Lit,"Playboi Carti, Lil Uzi Vert",Playboi Carti,Rap/Hip Hop,,0:0,0,6,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Playboi Carti/Die Lit/1-06 Shoota.mp3
BOY BYE,GINGER,BROCKHAMPTON,BROCKHAMPTON,Rap/Hip Hop,,0:0,0,3,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/BROCKHAMPTON/GINGER/1-03 BOY BYE.mp3
Long Time (Intro),Die Lit,Playboi Carti,Playboi Carti,Rap/Hip Hop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Playboi Carti/Die Lit/1-01 Long Time (Intro).mp3
Fever,Future Nostalgia,Dua Lipa/Angèle,Dua Lipa,Pop,,0:0,0,13,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Dua Lipa/Future Nostalgia/13 Fever.mp3
WHATS POPPIN,Sweet Action,Jack Harlow,Jack Harlow,Rap/Hip Hop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Jack Harlow/Sweet Action/1-01 WHATS POPPIN.mp3
Hollywood,"Tata Amenalav @ Du Es, Vol.8",TATA SIMONYAN,TATA SIMONYAN,Pop,,0:0,0,4,"/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/TATA SIMONYAN/Tata Amenalav @ Du Es, Vol.8/1-04 Hollywood.mp3"
Neva CHange (feat. SZA),Blank Face LP,ScHoolboy Q,ScHoolboy Q,Rap/Hip Hop,,0:0,0,12,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Schoolboy Q/Blank Face LP/1-12 Neva CHange (feat. SZA).mp3
Good Life,Graduation,"Kanye West, T-Pain",Kanye West,Rap/Hip Hop,,0:0,0,5,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kanye West/Graduation/1-05 Good Life.mp3
UP TOP,UP TOP,Travis Scott,Travis Scott,Rap/Hip Hop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Travis Scott/UP TOP/01 UP TOP.mp3
Already,Venice,"Anderson .Paak, SiR",Anderson .Paak,R&B,,0:0,0,7,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Anderson .Paak/Venice/1-07 Already.mp3
911 / Mr. Lonely,Flower Boy,"Tyler, The Creator;Steve Lacy;Frank Ocean","Tyler, The Creator",Rap/Hip Hop,,0:0,0,10,"/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Tyler, The Creator/Flower Boy/1-10 911 _ Mr. Lonely.mp3"
30 Hours,The Life Of Pablo,Kanye West,Kanye West,Rap/Hip Hop,,0:0,0,16,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kanye West/The Life Of Pablo/1-16 30 Hours.mp3
12.38,3.15.20,Childish Gambino,Childish Gambino,(13),,0:0,0,4,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Childish Gambino/3.15.20/1-04 12.38.mp3
Zenith (feat. Joey Bada$$),Imperial,Denzel Curry,Unknown Artist,Rap/Hip Hop,,0:0,0,8,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Denzel Curry/Imperial/08 Zenith (feat. Joey Bada$$).mp3
No More Parties In LA,The Life Of Pablo,Kanye West,Kanye West,Rap/Hip Hop,,0:0,0,17,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kanye West/The Life Of Pablo/1-17 No More Parties In LA.mp3
pick up the phone,pick up the phone,"Young Thug, Travis Scott",Young Thug,Rap/Hip Hop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Young Thug/pick up the phone/1-01 pick up the phone.mp3
Yoda's Theme,Star Wars: The Empire Strikes Back (Original Motion Picture Soundtrack),John Williams,John Williams,Films/Games,,0:0,0,2,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/John Williams/Star Wars_ The Empire Strikes Back (Orig/02 Yoda's Theme.mp3
stupid horse,1000 gecs,100 gecs,100 gecs,Alternative,,0:0,0,5,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/100 gecs/1000 gecs/1-05 stupid horse.mp3
